Intention,Usefulness,Ease,Trust,Gender,Condition,AgeGroup
90,92,67,91.0,0,2,2
90,90,84,100.0,0,1,0
50,69,80,83.0,1,0,2
63,50,50,50.0,0,2,4
80,100,81,40.0,0,0,0
100,100,100,100.0,0,0,2
67,75,73,82.0,0,1,0
86,85,93,86.0,1,1,1
100,100,100,100.0,0,1,1
100,100,100,100.0,0,1,2
81,76,60,39.0,0,1,2
65,100,76,100.0,1,0,0
50,31,75,50.0,0,0,2
32,50,30,31.0,1,1,2
80,91,80,100.0,0,0,2
23,61,78,93.0,1,2,0
33,100,34,71.0,1,1,0
50,50,100,70.0,0,2,0
41,36,74,35.0,0,0,1
18,50,50,14.0,0,1,3
60,71,68,37.0,1,2,0
90,86,50,80.0,0,1,0
34,6,33,50.0,1,0,2
100,100,100,100.0,0,1,0
100,100,100,100.0,0,0,2
100,100,100,100.0,0,2,0
100,85,90,100.0,1,0,0
91,91,93,91.0,0,2,2
30,50,75,55.0,1,0,0
75,100,100,95.0,1,0,2
68,88,82,87.0,0,1,0
90,94,88,92.0,1,2,0
57,80,91,80.0,1,1,0
100,20,32,0.0,0,0,0
78,74,65,50.0,1,1,2
81,80,85,80.0,0,1,2
80,63,100,75.0,0,1,0
50,100,100,98.0,1,0,0
100,50,60,40.0,0,2,1
100,96,100,91.0,0,1,2
50,79,50,30.0,1,2,0
67,74,96,65.0,1,1,2
90,97,86,100.0,1,2,0
31,82,50,96.0,1,2,2
35,69,50,100.0,1,2,1
67,68,42,64.0,1,0,0
100,100,90,75.0,1,2,1
50,75,50,76.0,0,0,2
0,18,25,31.0,0,1,1
18,20,90,92.0,0,1,1
0,50,50,80.0,0,0,2
50,64,67,81.0,1,2,2
0,18,82,68.0,0,2,2
60,90,66,50.0,0,2,2
100,100,100,100.0,0,0,0
60,50,79,50.0,1,2,1
23,27,17,68.0,0,2,3
100,50,50,100.0,1,2,0
50,50,50,50.0,1,1,0
78,76,79,51.0,0,1,1
64,39,83,74.0,1,2,0
10,12,91,89.0,0,2,2
18,11,89,31.0,1,0,2
88,23,81,100.0,0,2,1
0,50,50,50.0,0,1,3
51,100,86,100.0,0,0,1
85,86,71,32.0,1,0,3
100,50,100,0.0,1,2,0
100,100,100,100.0,1,0,0
69,72,67,82.0,0,1,3
87,91,69,84.0,0,0,1
0,61,10,0.0,0,0,0
40,40,50,0.0,0,1,0
0,50,0,0.0,0,0,0
58,30,50,92.0,0,0,1
76,72,27,30.0,0,0,2
27,50,5,28.0,1,1,3
50,50,30,70.0,0,0,2
99,100,95,99.0,1,0,2
0,1,12,84.0,0,0,3
81,80,79,50.0,0,2,1
12,3,9,2.0,1,1,1
50,50,50,50.0,1,0,1
24,22,25,50.0,1,2,1
0,35,9,30.0,1,0,2
85,12,60,72.0,1,2,1
15,15,10,50.0,1,1,2
76,35,83,76.0,0,1,3
50,65,65,96.0,1,2,2
0,9,50,50.0,1,2,1
0,0,50,50.0,0,1,1
100,100,100,100.0,0,2,1
50,50,50,50.0,0,1,1
100,100,100,100.0,0,2,1
50,50,50,58.0,1,2,2
21,50,50,13.0,1,1,0
50,0,15,30.0,0,1,1
23,64,71,85.0,0,0,1
100,50,50,100.0,0,1,0
50,100,100,65.0,0,2,3
100,100,98,71.0,0,1,0
100,83,23,17.0,1,2,0
77,71,71,50.0,1,1,2
63,88,73,73.0,0,0,3
50,50,50,77.0,0,0,1
100,100,76,95.0,0,1,2
82,0,66,64.0,1,1,1
100,100,36,90.0,0,2,1
25,50,25,50.0,1,0,2
0,50,7,0.0,0,0,1
0,50,0,30.0,0,2,2
78,35,75,87.0,1,1,1
0,0,18,75.0,0,2,1
71,80,50,32.0,1,2,1
10,80,70,30.0,0,2,0
81,82,86,71.0,0,2,2
100,91,100,100.0,0,0,1
31,50,77,65.0,1,1,2
94,75,90,96.0,1,0,2
80,50,50,100.0,1,1,1
35,20,66,25.0,0,2,1
20,50,50,40.0,1,2,1
93,91,90,83.0,0,2,1
89,84,89,95.0,0,2,2
0,0,50,30.0,1,1,1
6,22,34,17.0,1,2,3
0,32,35,80.0,1,2,1
89,86,50,50.0,0,0,1
75,50,25,24.0,0,2,1
8,50,15,36.0,1,0,1
87,69,59,42.0,0,2,1
100,50,100,50.0,0,2,0
40,80,60,100.0,0,2,0
20,50,63,91.0,0,2,0
100,50,88,50.0,1,2,0
100,100,100,100.0,0,2,0
93,69,50,81.0,1,0,0
75,85,80,100.0,0,0,0
100,75,100,40.0,0,1,0
76,50,50,50.0,1,2,1
23,25,50,15.0,1,2,2
50,50,74,86.0,0,2,3
100,100,30,30.0,0,0,2
50,50,70,26.0,1,2,2
50,50,50,50.0,1,2,2
27,28,50,24.0,1,1,1
20,61,65,56.0,1,1,2
4,11,50,50.0,1,2,1
100,70,100,50.0,0,2,0
0,0,81,12.0,1,1,2
90,50,100,79.0,0,1,2
74,74,82,86.0,0,0,2
82,100,91,27.0,1,2,0
0,70,26,63.0,1,1,3
100,81,86,84.0,0,2,1
92,92,91,94.0,0,2,1
0,100,77,100.0,0,0,1
6,50,96,13.0,0,1,1
40,80,90,65.0,0,0,1
50,80,10,15.0,0,1,2
100,100,100,17.0,0,2,2
50,50,50,50.0,0,0,1
50,100,50,84.0,0,2,0
75,82,85,66.0,0,1,1
21,67,50,29.0,0,1,1
76,80,76,100.0,0,2,2
50,50,50,50.0,0,1,1
24,50,20,80.0,1,0,1
84,40,50,82.0,1,0,1
40,50,61,100.0,0,2,1
100,50,76,44.0,1,2,0
90,89,91,90.0,0,1,0
9,76,24,66.0,1,1,0
89,95,91,93.0,1,2,2
0,10,0,2.0,1,2,2
100,100,100,100.0,1,2,0
100,100,100,85.0,1,1,1
81,55,62,91.0,1,2,0
81,20,42,30.0,1,1,1
78,50,75,66.0,0,2,1
51,50,76,50.0,0,2,3
89,50,95,86.0,0,0,3
0,8,50,21.0,1,2,2
50,50,50,24.0,1,1,3
80,57,70,95.0,0,0,0
1,2,2,10.0,1,0,2
10,75,80,90.0,0,2,0
72,64,61,34.0,0,2,1
89,78,91,89.0,0,2,1
28,38,32,23.0,1,2,1
73,82,50,31.0,0,2,1
50,0,50,100.0,0,2,2
8,22,26,75.0,1,1,0
100,100,77,79.0,0,0,0
83,43,80,70.0,1,0,0
50,90,50,80.0,0,0,0
0,25,2,50.0,1,2,2
50,100,50,50.0,0,0,1
100,66,100,100.0,0,1,3
50,75,73,95.0,0,2,3
99,70,26,71.0,1,1,2
93,100,70,74.0,1,0,0
38,95,33,79.0,0,0,1
100,100,68,76.0,0,2,1
63,50,41,62.0,1,2,1
71,64,83,76.0,1,0,0
53,50,11,50.0,1,2,0
50,65,74,31.0,1,0,1
100,100,96,100.0,0,1,0
31,14,50,72.0,0,0,3
100,100,100,98.0,0,0,2
100,88,86,40.0,0,2,0
68,17,73,75.0,0,1,1
85,80,70,15.0,1,2,0
83,82,15,20.0,1,2,1
100,100,100,76.0,0,0,1
100,100,100,90.0,0,1,2
0,100,0,80.0,1,1,1
7,81,15,23.0,1,1,1
20,0,20,100.0,1,0,0
50,35,50,50.0,0,0,1
89,85,75,68.0,0,1,1
26,60,61,50.0,0,2,0
100,3,100,100.0,1,0,2
100,100,100,100.0,0,1,1
100,100,74,100.0,1,2,1
50,86,63,50.0,0,2,0
100,100,100,100.0,0,0,0
100,100,80,60.0,0,2,0
84,81,65,50.0,0,2,0
100,100,85,85.0,0,1,0
100,100,100,100.0,1,2,0
100,100,100,68.0,0,2,0
0,84,100,100.0,1,2,2
30,50,50,50.0,0,1,0
0,0,50,0.0,0,0,0
100,100,100,100.0,0,0,0
50,0,0,0.0,1,2,0
50,40,50,70.0,1,0,0
50,50,50,50.0,1,0,1
5,100,100,0.0,0,1,0
60,51,70,40.0,1,2,0
100,100,100,100.0,0,0,0
15,20,15,10.0,0,2,3
100,70,40,30.0,0,2,0
90,85,62,90.0,0,1,2
100,100,100,100.0,1,2,2
40,30,41,60.0,0,1,1
80,50,80,75.0,0,1,2
53,79,83,100.0,0,2,1
95,50,83,40.0,0,2,0
10,30,0,50.0,1,2,3
95,80,83,89.0,1,0,0
72,85,63,60.0,0,1,2
90,85,90,100.0,0,2,0
87,80,82,30.0,1,2,0
100,50,75,100.0,1,0,0
82,90,97,100.0,0,1,0
64,80,85,100.0,0,0,0
0,16,100,100.0,0,2,0
100,50,62,100.0,0,1,0
100,100,100,100.0,0,1,0
50,50,45,50.0,1,2,0
31,75,85,60.0,0,1,0
100,59,57,39.0,0,2,0
35,25,70,71.0,0,0,0
79,90,50,40.0,0,2,0
88,100,96,98.0,1,0,0
100,100,100,50.0,0,1,0
100,62,100,100.0,0,1,0
100,100,67,100.0,1,1,0
72,59,83,82.0,1,1,0
100,100,100,50.0,1,2,0
73,67,77,40.0,1,2,0
68,75,50,42.0,0,1,0
100,65,91,7.0,1,1,0
50,50,30,50.0,1,0,0
45,50,60,100.0,1,0,0
98,98,89,92.0,0,1,3
100,100,100,100.0,0,2,0
4,94,91,20.0,0,1,1
100,50,88,91.0,0,0,0
0,0,0,0.0,1,0,2
100,100,100,100.0,0,2,2
40,60,40,50.0,1,2,2
88,50,95,35.0,0,0,3
10,0,50,100.0,0,0,1
16,14,50,100.0,1,2,1
95,86,89,75.0,1,2,1
70,50,68,75.0,0,0,1
91,100,60,100.0,1,2,0
50,60,41,60.0,1,1,2
100,90,95,78.0,0,2,1
100,84,50,50.0,1,1,0
24,27,65,87.0,0,1,2
4,65,6,100.0,0,1,0
31,35,89,50.0,0,1,2
50,43,80,30.0,0,0,1
27,50,20,50.0,1,1,2
100,100,100,100.0,0,0,1
64,50,65,40.0,0,2,2
50,100,100,100.0,1,0,2
75,50,100,75.0,0,1,3
90,100,100,100.0,1,0,0
100,100,100,78.0,0,0,2
98,95,96,98.0,1,1,3
100,100,31,100.0,0,2,2
12,8,9,24.0,0,2,2
67,5,100,74.0,1,1,0
100,100,100,100.0,0,1,1
50,56,50,98.0,1,1,2
37,84,100,83.0,0,1,0
80,84,85,72.0,0,2,2
100,99,94,95.0,1,2,0
100,83,100,100.0,0,1,3
100,100,100,100.0,1,1,0
50,80,90,76.0,0,0,3
100,81,65,25.0,0,2,0
75,80,36,76.0,1,1,0
93,73,90,100.0,1,1,1
100,92,100,100.0,0,0,0
100,100,50,100.0,0,2,0
75,50,50,40.0,0,0,1
82,90,61,76.0,0,2,2
11,50,13,76.0,1,0,2
50,50,41,79.0,1,0,2
85,90,59,100.0,0,0,2
80,75,100,80.0,0,2,0
100,78,100,100.0,0,1,0
50,75,80,90.0,1,0,0
45,36,33,22.0,1,2,0
0,61,36,33.0,0,0,0
100,100,100,86.0,1,1,1
2,13,21,89.0,1,2,1
0,7,9,0.0,0,0,2
59,85,40,36.0,1,0,1
30,62,31,50.0,1,1,1
0,0,50,100.0,1,2,2
65,40,40,85.0,1,0,1
80,80,67,80.0,1,0,2
57,100,100,100.0,0,2,0
90,81,79,89.0,0,1,2
100,100,100,100.0,1,2,0
50,75,75,85.0,0,0,1
100,100,100,100.0,0,2,0
100,100,99,100.0,0,1,2
100,100,100,100.0,0,2,0
50,50,80,79.0,0,2,3
100,75,76,100.0,0,2,0
100,92,74,100.0,0,1,3
100,100,0,0.0,1,2,0
0,0,20,0.0,1,2,0
86,77,91,89.0,1,2,2
20,20,90,80.0,0,1,3
15,50,50,40.0,1,2,0
25,25,40,90.0,0,2,2
22,7,6,10.0,1,2,3
80,70,75,80.0,0,0,0
90,96,90,99.0,0,2,2
75,0,50,50.0,1,0,1
0,50,0,95.0,0,1,1
30,50,87,87.0,0,0,3
100,88,84,100.0,0,0,0
100,100,100,100.0,0,2,2
60,70,60,60.0,1,0,1
100,100,100,100.0,0,0,0
100,100,100,100.0,0,2,0
91,93,93,93.0,0,2,2
100,95,73,85.0,0,2,0
0,50,50,26.0,1,2,2
100,100,67,100.0,1,1,2
100,89,91,100.0,0,2,2
71,50,39,88.0,1,0,3
25,50,25,50.0,0,1,3
100,80,99,99.0,1,2,2
100,100,88,86.0,1,1,1
73,23,100,76.0,0,0,0
50,50,50,16.0,0,1,2
0,0,0,0.0,1,2,1
70,90,80,50.0,1,1,0
100,100,100,95.0,1,1,0
49,59,71,30.0,0,2,0
61,64,50,40.0,1,0,2
36,70,41,36.0,0,2,0
25,75,100,100.0,0,2,0
68,71,69,85.0,0,0,3
52,100,50,60.0,1,0,0
82,100,23,19.0,0,1,2
72,81,73,38.0,1,1,3
100,100,95,100.0,1,2,0
0,50,25,100.0,1,2,0
50,50,50,50.0,1,2,0
50,92,94,100.0,0,0,0
40,66,35,40.0,0,1,1
76,81,63,85.0,0,2,3
11,21,9,25.0,0,1,2
0,21,3,47.0,1,2,2
87,100,86,71.0,0,1,0
50,82,50,50.0,1,1,2
95,78,85,72.0,0,2,0
80,50,50,33.0,0,0,2
90,90,90,90.0,1,0,0
78,80,93,66.0,0,0,2
4,18,50,9.0,0,1,2
22,79,68,100.0,0,2,0
50,32,15,33.0,0,0,2
100,50,100,100.0,0,0,0
38,71,35,50.0,0,0,2
50,76,50,100.0,0,1,0
50,50,50,50.0,1,0,1
72,34,88,75.0,0,0,3
65,50,82,50.0,0,1,2
93,50,50,90.0,1,1,2
50,81,25,90.0,0,2,2
100,100,82,96.0,0,2,1
31,39,21,69.0,0,1,1
36,68,87,84.0,0,2,2
50,50,83,27.0,0,1,2
100,99,88,100.0,0,2,0
10,31,90,35.0,1,0,3
80,74,100,100.0,0,0,0
80,100,100,100.0,0,2,0
20,20,0,0.0,0,0,1
0,7,0,0.0,1,0,1
24,50,8,17.0,0,1,1
93,60,81,100.0,0,2,0
10,12,3,50.0,1,0,2
30,50,50,90.0,0,2,2
35,80,35,30.0,0,1,0
1,0,0,9.0,0,0,3
50,50,50,50.0,0,2,2
50,50,50,50.0,0,1,2
50,50,70,50.0,0,1,0
90,90,100,84.0,1,1,1
50,50,50,50.0,0,1,2
36,50,21,50.0,1,2,1
87,18,91,82.0,1,0,1
90,90,83,85.0,0,0,1
78,76,83,84.0,0,1,2
0,81,36,0.0,0,1,0
70,59,64,40.0,0,2,0
28,30,100,39.0,0,0,0
21,60,0,95.0,0,0,0
83,90,43,85.0,0,2,0
100,76,84,46.0,1,2,0
32,81,62,75.0,1,1,0
50,50,50,36.0,1,2,0
31,50,50,50.0,0,1,0
50,50,82,0.0,0,0,0
87,100,87,93.0,0,0,1
0,50,50,100.0,1,2,3
100,75,70,29.0,1,1,0
0,18,18,23.0,1,0,0
0,68,55,100.0,0,0,1
50,50,50,50.0,0,1,4
76,100,100,25.0,0,1,0
63,53,61,60.0,0,1,0
57,42,71,100.0,0,2,0
60,63,63,36.0,0,2,0
100,50,100,50.0,0,2,0
11,77,85,29.0,0,1,0
50,74,88,100.0,1,2,0
62,25,41,26.0,1,1,0
0,50,50,0.0,0,2,3
54,50,75,81.0,1,2,0
20,50,50,75.0,0,0,0
100,100,100,100.0,0,0,0
34,50,100,100.0,0,2,0
32,50,100,85.0,0,0,0
78,92,83,65.0,1,0,0
74,70,81,83.0,0,2,0
100,100,100,100.0,0,0,0
90,0,87,82.0,0,2,0
75,85,65,86.0,1,0,0
100,43,100,11.0,1,2,0
23,13,17,15.0,0,1,1
50,0,33,30.0,1,0,0
76,75,79,37.0,0,0,0
0,0,100,100.0,0,1,0
0,100,100,50.0,0,1,0
100,67,77,100.0,1,1,0
100,100,100,35.0,1,1,4
57,0,100,83.0,0,1,2
50,50,50,98.0,1,0,0
0,0,0,50.0,0,0,0
100,100,100,100.0,0,0,0
70,70,50,76.0,0,1,0
50,37,76,50.0,0,0,0
50,84,50,81.0,1,2,0
75,50,60,100.0,1,1,0
100,87,100,86.0,0,1,0
61,50,50,40.0,1,2,2
94,100,41,100.0,0,1,0
100,100,79,74.0,0,1,0
50,50,50,50.0,1,1,0
100,100,100,75.0,0,2,0
49,50,57,100.0,0,1,4
79,100,77,35.0,0,0,0
65,77,100,100.0,0,1,0
99,89,86,74.0,0,2,0
20,17,26,100.0,0,2,0
75,100,100,100.0,0,0,0
100,21,91,80.0,0,0,0
95,22,87,90.0,0,0,0
40,90,100,0.0,0,1,0
50,50,50,92.0,0,2,0
71,90,50,50.0,0,1,0
79,100,28,34.0,0,0,0
30,90,100,100.0,0,0,0
50,50,50,23.0,0,2,2
75,82,65,64.0,0,2,0
0,0,0,51.0,0,0,0
100,100,74,100.0,1,1,1
76,85,75,69.0,0,0,0
50,33,12,80.0,1,1,1
0,15,100,55.0,0,2,1
70,100,100,50.0,0,1,0
75,100,75,100.0,0,1,0
87,100,95,83.0,0,1,2
80,67,81,100.0,0,0,0
100,100,50,79.0,0,1,0
100,100,100,75.0,0,2,0
50,80,20,50.0,1,0,2
50,2,50,74.0,1,0,1
100,100,66,58.0,1,0,0
25,0,63,10.0,1,1,0
100,98,100,81.0,0,0,2
89,92,80,35.0,1,0,2
40,50,50,50.0,1,1,0
60,80,69,68.0,0,2,2
100,100,100,100.0,0,0,0
0,35,20,3.0,0,0,0
100,100,100,100.0,0,2,0
100,100,73,37.0,1,1,0
55,50,34,93.0,0,0,0
94,76,70,73.0,0,2,0
100,97,83,100.0,0,2,0
17,81,50,26.0,1,1,2
100,81,100,100.0,0,1,0
100,100,100,100.0,0,2,0
50,50,50,50.0,0,2,0
83,87,96,93.0,1,0,0
100,100,100,100.0,1,1,0
31,41,100,21.0,0,1,0
50,50,50,50.0,0,1,0
100,100,100,100.0,0,0,0
95,81,72,68.0,0,1,0
0,0,100,100.0,0,2,0
50,50,50,100.0,0,1,0
50,66,65,39.0,0,0,0
50,50,50,50.0,0,2,0
50,65,50,50.0,0,0,0
70,70,70,51.0,0,1,0
15,50,50,50.0,1,2,2
100,50,100,100.0,0,1,0
100,100,100,100.0,0,2,0
100,100,100,100.0,1,0,0
100,100,100,100.0,0,2,0
100,100,100,100.0,0,0,0
100,50,100,100.0,1,0,0
100,100,100,97.0,1,1,0
100,100,85,84.0,1,1,0
100,100,100,100.0,0,1,0
50,50,100,100.0,1,1,0
50,50,50,80.0,1,0,1
100,100,100,100.0,0,1,0
0,0,6,0.0,0,0,0
21,89,17,0.0,1,1,0
76,40,66,88.0,0,2,0
67,50,50,37.0,1,1,0
100,100,100,62.0,0,1,0
23,27,13,7.0,0,1,3
68,92,65,40.0,1,0,3
25,25,100,80.0,0,1,0
100,100,100,100.0,0,2,0
100,100,100,100.0,1,2,0
100,0,50,0.0,0,2,0
25,25,50,75.0,1,0,2
15,50,75,15.0,1,1,0
50,100,50,8.0,1,1,0
91,84,92,75.0,0,0,4
82,100,91,100.0,1,1,0
0,1,5,97.0,1,2,2
100,100,100,100.0,1,1,0
83,89,85,88.0,1,2,2
50,50,100,83.0,0,2,1
26,32,50,37.0,0,1,3
44,44,50,32.0,1,2,3
14,27,15,10.0,1,2,1
0,2,0,19.0,1,1,3
0,40,30,5.0,0,0,0
3,31,13,29.0,1,0,2
100,100,100,100.0,0,0,0
50,50,80,50.0,1,1,2
30,79,100,100.0,1,0,0
14,24,21,51.0,1,1,0
80,100,100,100.0,0,2,0
50,80,30,40.0,1,1,0
81,100,100,100.0,0,2,0
32,71,44,100.0,1,0,0
50,50,50,94.0,0,1,0
92,79,76,85.0,1,2,2
0,50,100,100.0,0,0,0
100,100,100,100.0,0,2,0
81,50,29,30.0,1,0,3
90,0,100,100.0,1,2,0
0,0,0,18.0,1,2,0
88,83,50,77.0,0,2,0
40,100,100,40.0,0,2,0
0,89,100,91.0,0,0,3
0,90,100,90.0,0,1,0
0,18,10,0.0,1,1,2
100,60,86,61.0,1,2,0
98,98,50,95.0,0,0,2
100,100,100,91.0,0,2,4
100,100,100,100.0,0,2,1
65,31,100,22.0,0,0,1
1,40,1,9.0,1,0,0
100,100,74,100.0,1,2,1
80,73,66,86.0,1,0,2
100,100,100,84.0,0,1,2
100,90,85,75.0,0,1,3
50,50,62,47.0,1,1,2
50,50,35,32.0,1,1,2
25,50,25,80.0,0,1,0
100,100,88,73.0,1,0,0
100,74,40,61.0,0,0,0
100,100,27,92.0,0,1,0
66,75,34,66.0,1,2,1
96,100,100,100.0,1,1,0
100,85,92,83.0,1,1,0
77,84,100,87.0,0,2,0
100,50,100,100.0,0,2,0
83,41,100,86.0,0,1,0
100,69,100,100.0,0,2,0
30,50,50,71.0,1,0,0
100,100,50,100.0,0,2,0
100,100,100,76.0,1,2,0
73,73,0,74.0,1,1,2
50,94,100,24.0,1,0,0
74,36,98,97.0,1,2,1
26,72,24,89.0,1,2,0
100,100,100,100.0,0,1,0
82,95,67,80.0,1,2,0
81,95,100,11.0,1,0,0
17,9,50,27.0,1,0,2
100,100,100,50.0,1,2,0
100,100,100,100.0,1,0,0
3,0,100,86.0,0,1,0
52,58,100,78.0,0,2,0
0,0,75,28.0,0,1,0
100,100,100,40.0,1,1,0
0,0,28,0.0,0,0,0
71,79,67,73.0,1,1,2
4,5,97,12.0,0,1,0
8,0,96,4.0,0,0,0
100,100,100,100.0,1,1,2
82,84,70,75.0,1,2,0
64,70,35,73.0,1,1,0
91,100,100,68.0,0,2,0
50,70,65,50.0,0,1,2
100,100,100,100.0,1,2,0
4,26,16,30.0,0,0,3
20,50,30,80.0,1,0,3
12,50,50,69.0,0,0,3
100,99,78,50.0,0,0,3
80,80,80,100.0,1,2,2
25,50,25,25.0,0,1,2
100,100,73,100.0,0,0,0
15,85,15,24.0,0,0,2
16,22,79,21.0,0,1,2
66,50,19,18.0,1,2,2
90,74,62,50.0,1,0,0
100,100,100,100.0,0,1,0
100,90,89,80.0,0,2,0
9,30,15,15.0,1,0,0
29,100,100,48.0,0,0,0
80,75,75,84.0,0,1,2
61,50,75,72.0,0,2,0
100,100,100,100.0,1,0,0
26,23,31,23.0,1,1,2
67,100,26,40.0,1,1,0
0,10,0,0.0,0,1,1
100,100,65,100.0,1,1,0
100,100,100,100.0,0,0,0
50,31,34,78.0,0,2,2
100,18,50,100.0,0,1,0
0,0,0,0.0,1,0,3
37,37,75,39.0,0,1,0
50,100,42,62.0,1,2,0
100,100,100,100.0,0,1,0
21,27,25,64.0,1,2,2
84,76,78,80.0,0,2,0
89,28,82,77.0,1,0,0
50,50,50,88.0,1,0,2
75,70,50,65.0,0,0,0
39,38,50,85.0,0,2,0
36,80,86,72.0,0,2,0
100,71,79,100.0,0,2,0
75,92,80,100.0,1,0,0
100,100,80,100.0,0,0,0
100,85,100,100.0,0,2,0
100,40,70,43.0,0,1,0
50,50,50,59.0,0,2,0
100,100,70,43.0,0,2,0
79,81,50,44.0,0,0,3
99,100,97,100.0,0,0,0
73,80,68,81.0,0,1,0
50,50,50,38.0,1,2,3
29,39,50,34.0,0,1,2
66,50,50,95.0,0,0,2
53,48,32,74.0,0,1,0
77,82,54,95.0,1,1,0
40,60,100,90.0,0,0,0
20,22,50,50.0,0,1,1
50,50,50,66.0,0,1,0
30,50,50,10.0,0,0,0
20,20,20,20.0,0,2,2
76,71,65,68.0,0,0,0
70,86,100,100.0,0,1,0
100,100,60,100.0,0,1,0
100,100,100,75.0,0,2,0
30,35,21,60.0,1,0,2
100,50,100,100.0,0,2,0
95,97,50,85.0,1,0,0
64,72,92,81.0,0,0,0
5,89,20,92.0,0,0,2
78,100,74,70.0,0,2,0
100,100,100,90.0,0,2,0
90,85,89,66.0,0,2,2
50,76,35,100.0,1,2,0
100,100,100,100.0,0,0,0
50,40,44,38.0,0,0,1
80,70,85,100.0,1,1,3
100,75,100,100.0,1,1,0
27,50,80,82.0,0,1,3
50,50,50,50.0,0,2,0
100,25,75,81.0,1,1,3
95,100,94,100.0,0,0,0
90,80,61,50.0,1,0,0
12,22,10,95.0,0,2,0
41,40,35,71.0,1,1,1
89,69,82,11.0,0,2,1
100,100,100,100.0,0,1,0
35,50,60,40.0,0,0,1
71,50,22,32.0,1,1,2
70,77,85,92.0,0,0,3
95,79,50,63.0,0,1,0
38,37,71,40.0,0,1,2
50,69,50,50.0,1,0,2
0,28,31,16.0,1,2,0
75,40,75,89.0,0,2,0
50,50,50,78.0,1,1,1
65,69,78,35.0,0,2,2
0,0,0,73.0,0,1,2
76,82,81,100.0,1,0,2
50,50,50,50.0,1,0,3
100,100,90,100.0,0,2,0
100,100,100,100.0,1,2,2
10,97,98,32.0,0,2,1
100,95,50,79.0,1,1,1
85,80,81,76.0,0,2,4
100,100,60,100.0,1,2,1
80,100,75,90.0,0,1,1
100,100,100,100.0,0,1,1
9,21,36,6.0,0,1,0
20,8,50,33.0,1,0,3
80,100,90,100.0,0,0,1
50,100,100,80.0,1,0,1
0,0,0,0.0,1,2,1
19,20,91,74.0,0,1,3
100,98,62,100.0,0,0,2
99,100,100,91.0,0,1,1
73,74,69,83.0,0,1,1
15,20,0,30.0,1,0,2
60,54,58,46.0,0,1,0
66,66,75,80.0,0,0,2
100,100,84,100.0,0,2,2
18,79,77,27.0,1,1,0
22,40,50,58.0,0,2,0
100,100,100,99.0,0,1,0
50,50,50,50.0,0,2,0
58,91,63,50.0,1,0,2
100,100,100,100.0,1,1,0
70,55,50,40.0,0,0,0
100,0,100,100.0,1,0,0
70,100,50,50.0,1,0,0
0,41,7,5.0,1,0,0
62,31,100,0.0,0,2,0
100,100,100,85.0,0,1,2
50,50,98,91.0,1,0,3
85,85,80,100.0,0,0,2
10,15,22,71.0,0,2,0
24,30,37,40.0,0,1,3
0,0,100,100.0,1,0,0
0,10,11,50.0,1,0,0
52,50,57,97.0,1,1,0
100,100,100,43.0,1,1,0
100,80,100,99.0,0,2,0
56,65,61,65.0,0,0,0
100,100,100,100.0,0,2,0
67,64,66,56.0,0,2,0
28,26,20,41.0,1,0,1
0,5,0,12.0,1,0,1
33,10,14,39.0,1,0,2
80,50,69,90.0,1,2,2
25,88,0,75.0,0,0,0
84,100,100,100.0,0,2,0
100,100,100,90.0,1,2,0
20,50,80,100.0,0,0,1
100,100,100,100.0,0,2,1
82,50,50,33.0,0,0,1
98,100,100,95.0,1,0,0
0,0,10,60.0,1,2,1
4,5,7,88.0,0,1,2
60,72,100,0.0,0,1,0
100,30,100,0.0,0,0,1
0,14,10,79.0,0,2,1
60,69,35,40.0,0,1,1
60,69,50,42.0,0,2,0
17,6,50,26.0,0,0,3
77,50,100,100.0,1,2,0
75,80,80,40.0,0,0,0
79,50,70,83.0,1,2,1
100,100,100,90.0,0,0,2
84,87,100,95.0,1,1,2
40,50,28,37.0,1,1,2
20,40,33,69.0,1,1,2
80,5,80,50.0,1,2,0
70,80,80,80.0,0,2,2
0,0,100,100.0,0,2,0
10,6,5,13.0,1,1,2
50,50,50,50.0,0,1,1
24,31,17,78.0,0,0,1
80,100,100,100.0,1,1,0
0,100,50,100.0,0,0,0
100,100,100,86.0,1,1,2
100,100,100,100.0,0,0,2
89,91,91,94.0,0,0,2
34,79,22,75.0,0,0,0
25,50,30,30.0,0,2,2
20,65,68,24.0,0,2,2
100,100,100,100.0,0,0,0
86,78,82,90.0,0,2,2
50,4,81,85.0,1,0,1
100,100,100,100.0,0,0,0
85,72,50,40.0,1,2,0
100,100,100,93.0,0,1,2
50,100,50,100.0,1,2,1
100,0,71,95.0,0,2,0
94,93,94,94.0,0,0,1
50,13,58,23.0,1,0,2
100,100,100,100.0,0,2,0
100,100,100,100.0,0,1,0
70,80,91,90.0,0,1,2
100,100,100,100.0,0,2,0
87,89,100,87.0,1,1,0
40,34,70,60.0,0,0,2
50,91,81,89.0,1,1,1
100,79,76,40.0,0,2,0
50,80,50,35.0,1,1,2
50,50,50,50.0,1,1,0
0,0,0,44.0,0,0,1
68,58,70,23.0,1,2,0
50,50,50,76.0,0,2,2
81,83,92,92.0,0,2,2
84,77,60,100.0,0,2,0
23,85,74,100.0,1,0,2
14,82,87,6.0,0,1,1
70,20,81,44.0,1,2,2
37,50,35,30.0,0,2,2
50,50,50,0.0,0,0,0
