Intention,Usefulness,Ease,Trust,Gender,Condition,AgeGroup
23,54,36,50.0,1,0,1
22,31,28,30.0,1,2,2
31,100,100,74.0,1,0,0
12,16,6,11.0,1,1,1
69,74,61,42.0,0,0,1
74,72,67,39.0,1,1,2
35,50,31,18.0,1,0,0
0,18,36,50.0,1,1,0
36,82,38,40.0,1,0,1
39,50,72,39.0,0,1,1
72,71,70,70.0,1,0,2
100,48,50,100.0,1,0,0
50,50,50,50.0,0,1,0
100,26,61,100.0,0,1,0
37,69,39,31.0,0,2,3
0,2,0,12.0,0,0,2
100,94,100,100.0,0,1,0
5,75,10,89.0,0,0,2
60,100,100,71.0,0,0,0
33,50,27,66.0,1,0,2
100,100,100,89.0,0,1,0
100,100,100,100.0,0,1,0
0,100,100,100.0,0,2,0
10,50,50,10.0,1,2,2
95,99,77,96.0,0,1,3
73,74,32,98.0,1,1,1
29,31,50,23.0,1,0,0
7,12,5,25.0,1,1,2
94,100,92,87.0,0,2,0
21,86,91,16.0,0,1,0
100,100,100,100.0,0,1,0
50,3,50,10.0,1,2,2
100,100,100,100.0,0,2,0
79,87,91,92.0,0,1,0
50,91,79,85.0,1,2,2
100,100,100,95.0,0,0,2
100,100,100,100.0,0,2,0
63,15,77,75.0,1,0,1
10,50,30,4.0,1,0,1
50,58,62,75.0,1,1,1
78,17,78,24.0,0,1,3
12,33,41,67.0,1,2,3
100,100,100,100.0,1,0,3
100,100,100,100.0,0,1,0
50,80,50,60.0,1,0,1
91,96,83,100.0,0,2,0
50,50,100,71.0,0,1,2
10,64,8,62.0,1,0,1
50,50,50,69.0,0,0,2
68,70,0,44.0,1,1,0
15,50,33,41.0,1,0,2
23,26,18,50.0,1,2,1
78,82,50,50.0,0,0,0
100,100,100,100.0,1,2,0
4,27,23,19.0,0,0,2
0,19,100,22.0,0,0,2
98,95,97,100.0,0,1,0
34,50,59,80.0,0,1,2
50,66,25,65.0,1,1,1
100,55,66,100.0,0,0,0
40,68,67,50.0,0,2,2
74,67,77,95.0,1,1,2
50,50,50,50.0,0,0,1
30,33,69,50.0,0,0,2
33,50,50,92.0,1,1,0
79,80,30,100.0,1,2,0
50,75,60,50.0,0,2,0
9,5,23,32.0,1,0,2
39,42,50,43.0,0,0,1
79,74,75,100.0,0,2,2
90,78,81,95.0,0,2,1
100,73,75,73.0,0,2,1
97,31,37,86.0,1,0,1
50,20,50,50.0,0,0,2
72,86,90,45.0,0,2,1
35,50,30,55.0,1,0,1
35,50,30,34.0,0,2,2
36,50,50,100.0,0,2,0
93,92,89,92.0,0,2,2
50,79,50,100.0,1,1,1
4,16,22,25.0,1,0,1
0,48,50,50.0,0,2,0
100,76,100,50.0,0,1,2
20,66,25,35.0,0,0,0
11,13,4,8.0,1,1,2
100,79,100,80.0,0,1,0
100,100,100,100.0,0,1,2
60,33,82,93.0,1,0,1
0,100,0,50.0,0,1,1
50,97,9,90.0,1,1,3
1,1,50,82.0,0,0,2
61,75,50,90.0,0,0,0
100,100,76,95.0,1,2,2
50,58,59,33.0,1,2,2
50,70,100,95.0,0,2,0
100,22,85,100.0,0,1,1
50,36,67,32.0,0,2,2
70,70,50,55.0,1,2,2
50,72,31,50.0,1,1,1
3,0,6,94.0,1,0,1
0,6,15,25.0,0,2,2
70,50,50,50.0,0,0,2
6,100,69,30.0,1,0,0
96,74,100,93.0,0,0,2
12,50,19,13.0,1,2,1
40,50,100,100.0,0,2,0
5,10,5,90.0,1,0,2
20,60,25,50.0,0,1,2
0,8,1,84.0,1,2,2
37,47,41,44.0,1,0,2
2,6,28,29.0,0,0,2
22,100,13,84.0,1,0,0
100,100,100,32.0,0,0,2
25,19,20,40.0,1,1,2
100,100,90,95.0,0,1,0
1,0,0,0.0,1,0,1
30,50,10,90.0,1,1,1
100,77,50,83.0,1,0,0
95,93,94,97.0,0,1,2
100,87,89,87.0,0,2,1
50,30,60,26.0,1,2,0
35,50,50,50.0,0,0,1
0,50,19,71.0,1,1,2
45,35,50,30.0,1,1,0
16,22,34,35.0,0,0,0
85,84,92,65.0,0,1,0
100,60,100,100.0,0,0,1
32,28,22,43.0,0,0,0
100,100,50,50.0,0,2,2
0,10,0,100.0,1,1,1
50,50,75,62.0,1,2,0
100,88,100,20.0,1,1,0
33,70,87,26.0,0,0,0
100,100,100,100.0,0,1,2
18,26,19,22.0,1,1,1
88,56,25,100.0,0,0,0
66,90,83,48.0,0,1,0
50,74,50,85.0,1,1,2
10,4,50,83.0,1,2,3
79,15,93,90.0,1,2,1
75,20,96,90.0,0,2,1
80,100,50,16.0,0,2,0
100,83,87,65.0,0,2,0
81,77,78,18.0,0,0,2
92,84,89,45.0,1,1,0
90,100,51,100.0,1,2,0
100,100,82,100.0,0,0,0
100,100,100,100.0,0,0,2
100,100,90,100.0,0,0,0
90,50,94,90.0,0,0,2
100,100,100,100.0,0,0,2
0,0,72,33.0,0,2,0
54,100,49,100.0,1,1,0
0,0,50,8.0,1,2,2
50,50,50,50.0,0,2,3
100,100,100,100.0,0,0,1
10,35,60,30.0,1,2,1
100,100,80,90.0,1,1,1
100,89,100,100.0,1,2,1
7,0,0,0.0,0,0,1
100,90,100,100.0,0,0,2
54,45,18,91.0,1,2,0
90,100,90,75.0,0,1,0
91,36,10,63.0,1,2,0
71,66,50,100.0,1,1,3
27,23,81,63.0,0,1,1
100,96,63,88.0,1,0,0
33,15,85,45.0,1,0,1
84,87,79,73.0,0,2,1
85,32,25,50.0,0,0,1
80,100,80,35.0,0,2,0
51,64,48,100.0,1,1,3
100,100,100,100.0,0,1,1
60,50,65,50.0,0,2,3
90,96,91,91.0,1,2,1
65,50,39,82.0,0,0,2
0,0,50,10.0,0,2,2
20,90,50,30.0,0,0,0
30,90,50,30.0,0,1,0
0,0,100,100.0,0,0,2
34,100,50,50.0,1,0,0
50,0,50,50.0,1,2,0
60,50,29,59.0,0,0,2
89,85,90,0.0,0,1,2
27,11,69,21.0,0,1,0
50,50,86,50.0,0,2,2
95,100,100,90.0,1,2,0
65,56,64,82.0,0,0,1
85,50,75,85.0,1,1,1
95,70,50,87.0,0,2,0
50,50,50,100.0,1,0,0
40,57,95,50.0,0,2,0
82,79,91,90.0,1,0,1
21,51,15,70.0,1,0,2
19,50,76,82.0,0,1,1
100,100,64,100.0,0,0,0
73,81,95,86.0,0,0,2
62,69,84,83.0,0,1,3
0,33,49,11.0,0,0,0
100,99,100,100.0,0,0,0
49,83,33,25.0,0,1,0
0,0,0,0.0,1,0,2
68,69,17,100.0,1,2,0
79,67,50,28.0,1,2,2
0,0,16,14.0,0,1,2
69,85,88,88.0,0,1,2
0,69,61,69.0,1,1,0
35,2,37,33.0,1,1,0
34,75,50,84.0,1,1,0
50,50,50,50.0,0,1,0
100,90,80,86.0,1,1,0
80,100,60,100.0,1,1,0
76,100,100,30.0,0,2,0
77,84,70,84.0,1,0,2
0,54,9,0.0,1,2,0
73,100,70,68.0,1,2,0
78,71,86,50.0,0,1,3
100,100,100,100.0,1,1,0
100,82,100,100.0,0,2,0
0,0,20,74.0,1,0,3
100,100,100,100.0,0,1,3
6,50,29,70.0,1,2,2
50,70,80,79.0,0,2,2
84,85,90,92.0,0,0,3
50,50,50,43.0,1,2,2
100,100,100,100.0,1,0,0
85,96,83,100.0,1,0,0
51,50,50,50.0,1,1,0
38,73,50,39.0,0,1,2
100,95,67,99.0,0,1,0
50,50,50,100.0,1,0,1
100,100,44,15.0,0,2,2
90,50,50,88.0,0,0,2
50,50,50,30.0,1,2,2
85,60,93,98.0,0,2,0
100,100,100,100.0,0,0,0
0,50,50,30.0,1,2,0
83,65,50,38.0,1,1,1
100,100,100,100.0,0,1,1
81,50,91,50.0,0,0,1
100,0,100,50.0,0,0,0
85,50,7,50.0,1,0,0
85,100,90,90.0,0,1,0
53,51,73,50.0,0,0,0
100,50,70,100.0,0,0,0
100,100,100,100.0,0,1,1
100,100,93,100.0,0,0,1
50,100,29,35.0,0,1,1
50,40,60,100.0,1,1,0
100,100,100,100.0,0,0,2
100,100,100,100.0,0,0,0
54,42,57,61.0,1,2,0
5,0,7,100.0,1,1,0
74,78,64,56.0,1,0,0
100,100,100,100.0,0,0,0
72,76,89,42.0,0,0,1
90,100,80,90.0,1,0,1
71,65,61,76.0,0,0,2
20,20,34,35.0,1,0,1
0,6,0,12.0,0,1,2
100,100,100,77.0,0,0,1
50,100,67,76.0,0,1,2
100,100,100,100.0,0,1,0
50,50,50,100.0,1,2,0
50,50,50,50.0,0,0,2
100,100,100,100.0,0,0,0
76,27,71,15.0,0,0,3
50,65,80,50.0,0,0,1
65,76,30,100.0,1,1,2
2,3,13,24.0,1,2,1
64,50,61,69.0,0,0,2
30,50,70,40.0,1,0,0
68,62,39,38.0,1,1,1
100,100,100,100.0,0,0,0
50,50,50,100.0,1,1,2
100,100,100,100.0,0,1,0
100,100,100,100.0,0,1,0
91,100,50,50.0,1,1,2
100,100,64,100.0,0,0,0
65,64,84,95.0,0,1,1
100,18,97,0.0,0,2,1
72,74,16,72.0,1,0,3
76,54,83,83.0,1,0,0
19,67,36,55.0,0,2,2
37,50,33,88.0,0,1,3
100,100,100,75.0,0,2,0
68,91,88,36.0,1,0,2
81,81,100,50.0,1,0,0
50,50,50,100.0,1,0,1
60,51,61,50.0,1,2,0
0,0,2,5.0,1,0,0
100,100,100,100.0,0,2,0
86,100,80,72.0,0,0,0
50,50,100,100.0,1,0,0
100,99,100,97.0,1,1,0
100,100,100,100.0,1,0,0
64,70,75,50.0,1,1,0
100,100,100,100.0,0,0,0
50,0,100,75.0,0,0,0
100,100,100,85.0,0,1,0
50,100,54,80.0,0,0,0
65,50,95,95.0,1,2,0
70,66,50,40.0,1,2,0
93,50,100,50.0,1,1,0
30,80,50,95.0,1,2,0
100,100,100,69.0,0,1,0
100,100,100,100.0,1,1,0
40,80,100,50.0,1,2,0
100,100,50,100.0,0,1,4
50,50,90,50.0,0,1,0
100,100,100,100.0,0,0,0
28,100,100,100.0,1,2,0
100,100,100,100.0,0,0,0
84,63,93,76.0,1,2,1
71,83,50,50.0,0,2,2
100,85,94,100.0,0,2,1
29,50,60,63.0,1,1,3
86,82,80,84.0,0,0,3
12,50,20,100.0,0,0,1
50,50,100,91.0,0,0,1
50,50,50,84.0,1,1,1
50,50,0,50.0,0,2,1
60,20,60,64.0,1,1,1
88,92,94,94.0,0,2,1
80,50,80,70.0,1,2,1
100,81,100,91.0,1,1,1
50,50,50,50.0,1,2,1
4,12,8,14.0,1,2,2
10,0,90,70.0,0,1,3
100,50,70,100.0,1,1,1
20,84,29,30.0,0,0,3
0,100,59,92.0,1,2,0
79,50,89,50.0,0,2,3
7,27,5,33.0,1,2,1
40,60,30,80.0,1,0,1
100,10,100,100.0,1,2,0
50,75,31,25.0,1,0,1
50,100,50,100.0,0,0,0
0,50,50,13.0,0,1,1
50,50,61,61.0,1,0,1
48,32,24,25.0,0,0,1
20,50,15,20.0,1,1,2
100,100,100,100.0,0,2,0
0,32,14,6.0,1,1,2
61,62,100,66.0,0,0,2
80,10,100,100.0,0,0,0
3,50,18,23.0,1,2,3
30,0,56,100.0,0,1,0
100,94,47,70.0,1,2,1
0,50,0,15.0,1,0,0
30,60,20,20.0,0,0,1
60,74,74,70.0,0,0,1
15,50,82,71.0,0,2,1
4,50,50,50.0,0,0,3
50,50,50,80.0,1,1,2
75,15,35,100.0,0,2,0
62,66,63,82.0,1,1,0
100,78,100,93.0,0,1,1
35,64,37,100.0,1,2,1
37,58,16,100.0,1,2,0
81,24,50,100.0,0,0,0
100,100,76,100.0,0,1,0
100,100,100,80.0,0,2,0
35,93,15,35.0,0,0,2
99,87,100,82.0,1,0,0
19,59,28,70.0,0,0,3
83,86,86,50.0,0,0,2
80,86,83,50.0,1,0,3
80,67,73,86.0,0,2,1
100,50,100,50.0,0,1,0
29,25,17,19.0,1,0,0
100,100,100,100.0,1,2,1
18,18,29,57.0,1,2,2
100,100,100,100.0,0,2,0
100,100,90,75.0,1,1,1
50,50,50,100.0,0,2,2
100,100,79,90.0,0,1,1
22,17,24,50.0,1,0,1
3,8,1,6.0,1,0,2
100,65,100,100.0,0,2,2
86,100,11,50.0,1,2,2
100,100,78,74.0,0,2,0
29,24,41,73.0,0,0,2
100,100,100,60.0,0,1,0
58,81,50,70.0,0,0,0
63,58,78,92.0,1,0,2
0,36,20,24.0,1,0,1
25,30,20,40.0,1,0,0
38,33,63,28.0,0,1,2
73,50,62,67.0,1,0,1
74,81,91,79.0,1,1,1
50,50,0,50.0,1,1,3
0,4,1,14.0,0,1,3
100,50,100,100.0,0,0,0
50,50,50,30.0,0,2,0
50,50,27,33.0,0,0,2
100,50,45,100.0,1,1,0
100,80,80,71.0,0,2,2
55,72,56,100.0,0,2,0
95,78,100,93.0,1,0,1
15,71,22,12.0,0,1,2
26,15,7,6.0,1,1,2
13,50,6,50.0,0,0,2
50,50,50,20.0,1,1,2
93,50,77,14.0,0,2,1
72,78,28,33.0,1,0,1
82,73,82,36.0,1,0,2
30,20,70,50.0,0,0,2
72,67,77,50.0,0,2,1
91,20,100,95.0,0,0,0
61,17,30,82.0,1,1,2
50,0,63,95.0,1,2,0
100,100,100,100.0,0,1,2
0,0,16,17.0,1,1,2
12,39,62,35.0,1,1,1
100,100,100,96.0,1,0,1
50,70,85,50.0,0,1,3
100,100,100,100.0,1,2,0
70,79,71,100.0,1,0,0
10,29,50,16.0,1,1,2
50,50,0,50.0,0,2,0
89,100,63,100.0,0,0,0
0,0,100,90.0,1,1,2
80,50,50,98.0,1,0,1
5,29,22,21.0,0,0,2
0,0,0,26.0,1,0,1
64,66,100,35.0,0,2,1
50,50,0,50.0,0,2,0
0,33,90,69.0,0,0,2
100,100,100,100.0,1,2,0
50,40,0,50.0,0,0,0
50,50,100,50.0,1,1,2
99,100,95,74.0,1,1,0
82,50,50,100.0,0,0,2
74,0,64,10.0,0,1,2
100,100,100,100.0,0,0,0
15,26,79,6.0,0,2,3
60,75,60,60.0,0,0,1
98,87,50,95.0,0,2,0
83,88,99,86.0,0,0,2
32,90,100,96.0,0,2,2
50,18,10,30.0,0,2,2
100,100,100,100.0,0,2,2
100,100,100,100.0,1,1,2
87,83,69,100.0,0,0,1
80,90,100,100.0,0,2,1
50,100,13,50.0,0,2,1
75,82,94,87.0,0,0,2
50,75,90,83.0,0,1,0
50,50,89,41.0,1,1,1
80,83,31,33.0,0,1,2
50,68,50,50.0,1,2,0
50,36,58,75.0,1,1,0
100,97,93,50.0,0,0,2
99,99,100,99.0,1,2,2
35,40,38,38.0,1,1,0
48,50,64,46.0,1,0,0
20,64,50,61.0,1,2,0
95,90,100,93.0,1,0,2
89,91,89,91.0,0,1,2
8,13,12,15.0,1,0,1
66,34,38,71.0,1,0,2
53,59,21,70.0,1,2,0
93,82,91,87.0,0,2,1
66,74,69,81.0,1,1,1
20,50,77,91.0,1,0,2
50,50,49,51.0,1,1,3
37,35,62,61.0,0,2,3
100,50,100,100.0,1,0,1
80,80,30,25.0,0,1,2
72,87,40,85.0,1,0,0
28,50,35,72.0,0,2,1
100,50,50,50.0,0,2,2
1,27,25,16.0,1,1,2
14,11,17,27.0,0,0,1
83,50,50,23.0,0,2,2
87,81,86,76.0,0,0,0
31,31,64,32.0,0,2,2
36,42,40,38.0,0,2,2
94,98,3,99.0,0,0,0
27,18,14,57.0,0,1,1
98,100,80,8.0,0,0,0
81,62,72,84.0,0,2,0
100,100,100,100.0,0,1,2
70,80,100,100.0,0,2,1
80,80,75,93.0,0,0,0
100,100,100,95.0,0,1,0
60,32,50,29.0,1,1,1
5,4,19,38.0,1,0,0
50,50,50,50.0,0,2,0
50,75,50,45.0,1,0,0
80,81,60,50.0,0,1,0
24,13,57,100.0,0,0,0
52,91,78,100.0,0,2,0
35,25,36,10.0,1,2,3
100,100,100,100.0,0,0,0
5,66,22,50.0,0,0,2
90,100,85,99.0,0,0,0
73,82,71,100.0,1,2,1
1,29,17,27.0,0,1,2
14,28,22,80.0,1,0,2
25,50,7,50.0,1,2,2
34,50,32,32.0,1,1,1
46,27,0,27.0,0,1,2
50,50,50,77.0,1,1,2
91,90,82,88.0,0,0,1
70,85,60,48.0,0,1,0
16,50,50,50.0,1,2,2
50,50,50,50.0,1,1,3
50,50,50,87.0,1,0,2
0,62,25,0.0,1,2,1
100,100,100,100.0,0,0,1
50,80,72,97.0,1,2,0
100,50,0,0.0,1,2,0
90,94,80,76.0,0,2,2
27,62,38,30.0,0,1,0
100,100,100,100.0,0,0,0
59,0,50,100.0,1,2,1
78,50,70,80.0,0,2,1
74,70,50,60.0,0,1,0
64,100,50,82.0,1,0,0
100,100,100,100.0,1,0,0
50,50,74,93.0,0,2,2
88,100,81,68.0,1,2,0
50,50,86,88.0,0,1,2
25,50,26,50.0,1,2,2
90,50,70,80.0,0,0,0
80,95,77,73.0,1,0,1
60,72,60,65.0,1,1,0
0,0,20,75.0,1,0,0
100,85,100,60.0,0,0,1
8,12,24,4.0,1,2,2
0,75,100,80.0,0,0,0
100,100,100,100.0,0,1,0
100,73,29,30.0,1,1,0
100,100,100,100.0,1,1,0
0,12,0,6.0,1,1,0
73,0,24,58.0,1,0,0
13,50,50,50.0,0,2,2
50,60,50,90.0,0,2,1
65,90,70,86.0,1,0,1
50,50,22,0.0,0,2,2
65,61,60,70.0,0,1,2
12,0,10,1.0,0,2,3
79,73,76,37.0,1,1,2
50,50,50,50.0,1,0,0
50,50,100,24.0,0,2,2
26,2,26,29.0,0,2,1
18,50,25,76.0,1,2,2
80,90,100,30.0,0,0,1
38,50,50,41.0,0,1,3
86,69,100,87.0,0,0,1
50,14,50,68.0,1,2,1
5,21,16,28.0,0,1,2
50,50,19,59.0,1,2,1
50,100,10,68.0,1,0,1
71,18,83,77.0,1,1,0
100,100,85,100.0,0,0,0
50,20,70,22.0,0,0,1
70,74,61,95.0,1,0,3
93,95,91,75.0,0,0,3
95,95,90,95.0,1,1,2
100,0,70,86.0,0,1,2
70,95,75,98.0,1,1,1
90,100,90,91.0,0,2,3
60,20,59,100.0,0,0,0
79,100,100,88.0,0,1,0
100,17,85,81.0,0,2,0
71,51,50,25.0,1,2,0
10,13,2,92.0,0,2,2
79,50,50,75.0,1,2,1
0,17,0,21.0,0,1,1
64,69,85,25.0,1,0,0
39,29,30,29.0,1,2,2
62,50,59,64.0,0,2,2
5,50,10,15.0,0,2,2
77,50,70,80.0,1,0,2
75,77,87,88.0,0,2,3
50,50,100,85.0,0,2,0
20,76,10,28.0,1,1,2
15,67,32,84.0,1,1,2
79,79,93,99.0,0,0,2
0,0,0,0.0,1,0,0
51,0,17,22.0,1,0,0
31,37,33,52.0,0,2,3
1,71,50,20.0,1,2,1
100,100,42,77.0,0,1,0
0,0,40,80.0,0,2,0
0,12,29,3.0,0,2,3
51,50,50,40.0,1,2,0
83,84,23,90.0,1,1,1
36,50,83,100.0,1,2,0
70,100,50,100.0,0,1,0
72,62,88,77.0,1,0,1
0,1,50,9.0,1,1,2
88,98,49,68.0,0,1,2
27,29,32,50.0,0,1,3
100,100,100,100.0,0,1,0
63,83,80,83.0,1,0,1
29,28,29,37.0,1,0,1
50,50,79,26.0,1,2,2
95,0,75,93.0,0,0,0
0,0,10,100.0,1,1,1
0,25,13,0.0,0,2,1
80,100,80,85.0,1,1,2
50,50,50,50.0,0,0,2
100,100,78,80.0,0,0,0
12,50,70,31.0,0,0,2
36,70,17,40.0,1,2,0
79,50,35,43.0,1,2,0
100,50,100,100.0,1,0,0
81,60,13,100.0,0,2,0
50,60,35,40.0,1,2,0
100,100,100,75.0,0,0,0
84,100,50,44.0,1,2,1
69,71,36,50.0,1,0,0
86,100,71,71.0,1,2,2
31,14,0,33.0,1,1,0
23,42,62,91.0,0,2,0
0,50,100,0.0,0,1,0
0,100,0,13.0,1,0,0
30,75,39,49.0,0,0,0
9,4,9,9.0,1,0,2
23,50,26,100.0,1,0,0
0,0,35,0.0,1,1,0
20,38,59,100.0,0,0,0
91,100,100,100.0,0,0,0
100,100,100,100.0,0,2,0
88,72,100,85.0,1,2,0
25,50,100,66.0,0,0,0
10,17,12,18.0,1,1,0
100,100,100,100.0,0,2,0
91,100,10,4.0,1,0,0
100,100,100,100.0,0,1,0
100,79,100,68.0,1,1,0
94,50,94,88.0,0,2,1
18,30,50,50.0,0,1,2
50,52,78,65.0,0,0,0
80,35,60,88.0,0,1,0
50,50,70,25.0,1,1,0
0,100,10,70.0,1,2,0
45,60,70,45.0,0,1,0
80,100,100,100.0,0,0,0
69,77,69,50.0,0,2,0
91,92,86,79.0,0,2,0
24,33,50,76.0,1,0,0
17,35,33,23.0,1,0,2
71,80,50,39.0,0,1,0
23,50,14,81.0,1,0,2
100,80,72,90.0,0,1,0
60,75,70,30.0,0,1,0
100,66,50,30.0,1,0,0
86,50,50,74.0,1,2,1
68,89,80,100.0,0,1,0
85,75,50,75.0,0,1,0
100,100,99,100.0,0,2,0
11,11,20,15.0,1,2,2
100,100,24,50.0,1,1,2
100,100,80,90.0,0,2,1
87,50,50,87.0,0,2,1
80,80,80,100.0,1,2,2
100,90,100,95.0,1,2,1
28,85,74,86.0,0,0,3
31,7,4,98.0,1,1,2
100,100,100,100.0,0,2,0
30,71,38,88.0,1,0,1
90,90,100,90.0,0,0,2
31,22,26,49.0,1,2,2
80,70,80,100.0,0,1,0
50,50,65,80.0,0,2,0
50,50,50,50.0,1,2,2
44,79,30,22.0,0,0,0
76,50,76,74.0,1,0,2
69,79,50,85.0,0,0,1
60,72,5,50.0,0,0,1
25,1,34,44.0,1,1,1
100,100,20,60.0,0,0,1
89,100,76,100.0,0,1,1
0,29,20,0.0,0,0,0
81,75,72,82.0,0,2,1
92,100,89,91.0,1,2,1
0,0,0,0.0,1,1,2
98,78,75,100.0,1,0,0
100,100,100,50.0,0,1,1
75,100,75,35.0,1,1,1
90,92,87,100.0,1,1,1
10,50,40,50.0,1,0,2
80,85,80,80.0,1,0,2
85,50,75,100.0,0,2,1
90,100,80,70.0,1,2,2
100,100,67,100.0,0,1,2
15,100,57,100.0,1,0,0
9,7,7,4.0,1,0,1
0,25,25,50.0,0,0,0
50,71,20,87.0,1,1,1
69,100,100,0.0,0,2,0
11,27,75,85.0,0,1,3
50,70,36,50.0,0,0,1
0,0,0,23.0,0,0,1
15,13,100,100.0,0,2,2
100,100,100,100.0,0,1,3
100,100,100,100.0,1,2,3
25,50,50,50.0,1,1,3
35,75,0,30.0,1,1,0
0,20,20,60.0,1,1,2
84,59,0,65.0,1,2,0
50,40,50,66.0,0,0,2
100,90,50,100.0,0,0,0
82,100,75,72.0,0,0,0
100,99,99,99.0,1,2,2
100,100,100,100.0,1,0,2
100,76,77,50.0,0,0,0
80,82,92,99.0,0,1,2
70,100,50,100.0,0,2,0
24,87,35,32.0,1,1,1
100,100,75,10.0,1,1,2
45,55,55,60.0,0,1,0
75,70,70,92.0,0,1,1
62,59,42,42.0,0,2,2
36,50,50,100.0,0,1,0
65,100,65,100.0,0,0,1
96,97,90,100.0,1,2,0
0,26,3,0.0,1,1,2
35,39,59,42.0,0,0,1
30,33,77,43.0,1,1,3
31,79,20,62.0,1,1,1
0,10,100,30.0,0,2,1
50,55,50,62.0,1,1,1
20,50,50,85.0,1,0,1
0,7,5,50.0,1,1,2
80,73,70,95.0,0,0,2
47,70,40,44.0,0,1,0
100,100,100,100.0,0,0,0
73,69,61,79.0,0,0,0
29,18,50,50.0,1,1,2
100,100,100,100.0,0,0,2
100,100,100,100.0,0,0,0
100,77,50,100.0,0,1,0
50,50,25,50.0,0,2,2
100,100,90,100.0,0,1,0
83,32,77,79.0,0,2,2
77,89,27,100.0,1,2,0
14,23,30,17.0,0,1,2
80,76,77,83.0,1,2,2
71,72,50,67.0,0,2,2
82,95,72,59.0,0,2,1
90,20,80,90.0,1,1,1
50,79,100,80.0,0,2,1
9,29,22,21.0,1,1,1
100,100,82,100.0,0,0,2
16,31,60,25.0,0,0,2
74,66,70,35.0,1,0,2
50,90,74,60.0,0,0,0
100,100,100,100.0,1,1,3
100,100,85,85.0,0,0,0
75,75,90,80.0,0,2,2
100,80,80,100.0,0,1,0
100,100,100,100.0,0,2,0
50,75,98,87.0,0,2,2
100,100,100,100.0,0,1,1
71,100,73,61.0,1,1,0
35,40,32,8.0,1,2,0
50,50,98,99.0,0,0,0
0,0,0,66.0,1,2,2
75,100,60,100.0,1,0,1
100,26,63,100.0,0,1,0
8,34,24,22.0,0,0,0
0,0,0,24.0,1,2,2
50,0,0,0.0,0,2,1
0,0,100,0.0,0,0,2
50,90,100,100.0,0,2,0
0,0,0,21.0,0,1,2
66,50,50,55.0,1,2,2
22,20,21,0.0,1,1,1
100,100,100,100.0,0,2,1
50,25,84,23.0,0,1,2
0,0,0,90.0,1,2,0
5,15,19,25.0,1,2,1
100,100,100,100.0,1,0,0
84,83,78,83.0,0,0,2
27,30,21,9.0,0,2,2
26,17,65,99.0,0,0,0
16,50,15,20.0,1,0,1
90,89,99,95.0,1,0,2
56,90,50,45.0,0,1,0
50,50,50,37.0,0,2,0
87,78,100,74.0,0,2,1
100,97,100,100.0,0,1,2
95,100,79,79.0,1,0,0
75,75,89,95.0,0,1,0
50,67,50,67.0,0,2,2
66,70,50,72.0,1,0,1
100,100,100,82.0,0,2,0
62,84,64,97.0,0,2,0
50,67,71,100.0,0,2,1
84,73,70,88.0,1,1,0
35,65,60,60.0,1,0,2
92,87,100,38.0,0,0,2
20,20,35,100.0,0,2,0
50,50,59,37.0,0,0,2
70,70,100,100.0,0,1,0
70,65,50,75.0,1,0,2
36,4,15,25.0,0,0,0
40,50,50,65.0,1,1,1
75,100,100,90.0,1,1,0
19,30,50,50.0,0,2,1
78,50,50,89.0,1,0,2
68,83,68,88.0,0,1,1
31,65,61,80.0,1,1,1
38,36,76,83.0,1,2,0
50,50,50,50.0,1,1,1
50,50,50,99.0,0,1,2
3,0,100,0.0,0,1,0
100,100,100,100.0,0,2,1
100,50,50,50.0,1,2,0
100,21,100,100.0,0,1,1
50,50,50,100.0,1,0,0
98,77,79,100.0,1,0,2
50,50,77,90.0,1,0,2
95,95,96,98.0,0,0,2
40,75,25,50.0,0,0,1
100,50,94,93.0,0,1,3
95,90,89,85.0,0,1,0
100,100,73,100.0,0,1,0
85,89,100,100.0,1,1,3
17,62,41,34.0,1,2,0
18,20,50,50.0,1,2,1
34,35,50,100.0,0,1,0
50,50,50,65.0,1,2,0
64,60,50,87.0,1,1,0
65,70,50,61.0,1,1,0
50,60,70,50.0,1,2,0
68,100,63,83.0,1,1,1
35,70,28,60.0,1,1,1
50,30,25,50.0,0,0,1
74,81,74,73.0,0,0,0
23,76,92,98.0,0,0,0
50,77,50,79.0,1,0,0
71,0,100,89.0,0,0,0
65,0,100,90.0,0,2,0
50,50,50,50.0,0,1,2
90,85,74,84.0,0,1,0
100,73,39,82.0,0,0,1
100,100,100,100.0,0,0,0
0,21,0,92.0,1,0,2
100,94,80,100.0,0,2,2
86,69,29,50.0,0,1,2
70,50,50,51.0,1,1,0
63,15,62,33.0,0,0,2
66,97,96,98.0,0,0,2
88,91,89,36.0,0,0,1
17,41,50,50.0,0,0,1
3,6,13,15.0,1,0,2
100,61,50,100.0,0,1,0
100,100,100,100.0,0,0,1
100,100,90,100.0,0,0,0
15,7,50,13.0,1,2,3
77,61,44,44.0,1,1,1
50,75,100,100.0,0,2,2
63,66,50,65.0,0,0,3
95,100,100,100.0,0,1,0
50,50,50,50.0,1,1,0
100,90,100,100.0,0,2,0
91,82,76,95.0,0,0,0
88,83,89,50.0,1,1,2
34,83,43,65.0,0,2,0
30,31,81,81.0,0,0,2
50,100,100,100.0,1,1,0
80,79,90,89.0,0,1,1
0,0,0,17.0,1,2,1
90,75,70,60.0,0,0,1
100,100,100,62.0,0,1,0
